Unnamed: 0.1,Unnamed: 0,Organisation,Rocket_Status,Price,Mission_Status,Launchpad,Launch Complex,State,Country,Year,Month,Day,Rocket Name/Model,Payloads
1756,1756,RVSN USSR,StatusRetired,,Success,Site 32/2,Plesetsk Cosmodrome,,Russia,1991,4,24,Tsyklon-3,Meteor-3 n†­4
1757,1757,General Dynamics,StatusRetired,,Failure,SLC-36B,Cape Canaveral AFS,Florida,USA,1991,4,18,Atlas I,Yuri 3H
1758,1758,RVSN USSR,StatusRetired,,Success,Site 132/1,Plesetsk Cosmodrome,,Russia,1991,4,16,Cosmos-3M (11K65M),Cosmos 2142
1759,1759,Boeing,StatusRetired,,Success,SLC-17B,Cape Canaveral AFS,Florida,USA,1991,4,13,Delta II 7925,ASC-2 (Spacenet F4)
1760,1760,NASA,StatusRetired,450.0,Success,LC-39B,Kennedy Space Center,Florida,USA,1991,4,5,Space Shuttle Atlantis,STS-37
1761,1761,Arianespace,StatusRetired,,Success,ELA-2,Guiana Space Centre,French Guiana,France,1991,4,4,Ariane 44P,Anik E2
1762,1762,RVSN USSR,StatusRetired,,Success,Site 43/3,Plesetsk Cosmodrome,,Russia,1991,3,22,Molniya-M /Block ML,Molniya-3 n†­148
1763,1763,RVSN USSR,StatusRetired,,Success,Site 132/1,Plesetsk Cosmodrome,,Russia,1991,3,19,Cosmos-3M (11K65M),Cosmos 2137
1764,1764,RVSN USSR,StatusRetired,,Success,Site 133/3,Plesetsk Cosmodrome,,Russia,1991,3,12,Cosmos-3M (11K65M),Nadiezhda n†­6
1765,1765,Boeing,StatusRetired,,Success,SLC-17B,Cape Canaveral AFS,Florida,USA,1991,3,8,Delta II 6925,Inmarsat-2 F2
1766,1766,Martin Marietta,StatusRetired,,Success,SLC-4E,Vandenberg AFB,California,USA,1991,3,8,Titan IV(403)A,Lacrosse
1767,1767,Arianespace,StatusRetired,,Success,ELA-2,Guiana Space Centre,French Guiana,France,1991,3,2,Ariane 44LP,"Astra 1B, Meteosat 5"
1768,1768,RVSN USSR,StatusRetired,,Success,Site 133/3,Plesetsk Cosmodrome,,Russia,1991,2,26,Cosmos-3M (11K65M),Cosmos 2135
1769,1769,RVSN USSR,StatusRetired,,Success,Site 43/3,Plesetsk Cosmodrome,,Russia,1991,2,15,Molniya-M /Block ML,Molniya-1 n†­147
1770,1770,RVSN USSR,StatusRetired,,Success,Site 133/3,Plesetsk Cosmodrome,,Russia,1991,2,12,Cosmos-3M (11K65M),Cosmos 2125 to 2132
1771,1771,RVSN USSR,StatusRetired,,Success,Site 133/3,Plesetsk Cosmodrome,,Russia,1991,2,5,Cosmos-3M (11K65M),Cosmos 2123
1772,1772,RVSN USSR,StatusRetired,,Success,Site 133/3,Plesetsk Cosmodrome,,Russia,1991,1,29,Cosmos-3M (11K65M),Oscar-21
1773,1773,RVSN USSR,StatusRetired,,Success,Site 90/20,Baikonur Cosmodrome,,Kazakhstan,1991,1,18,Tsyklon-2,Cosmos 2122
1774,1774,Arianespace,StatusRetired,,Success,ELA-2,Guiana Space Centre,French Guiana,France,1991,1,15,Ariane 44L,"Italsat-1, Eutelsat 2F2"
1775,1775,Boeing,StatusRetired,,Success,SLC-17B,Cape Canaveral AFS,Florida,USA,1991,1,8,Delta II 7925,NATO 4A
1776,1776,RVSN USSR,StatusRetired,,Success,Site 32/2,Plesetsk Cosmodrome,,Russia,1990,12,22,Tsyklon-3,Cosmos 2114 to 2119
1777,1777,RVSN USSR,StatusRetired,,Success,Site 133/3,Plesetsk Cosmodrome,,Russia,1990,12,10,Cosmos-3M (11K65M),Cosmos 2112
1778,1778,RVSN USSR,StatusRetired,,Success,Site 90/20,Baikonur Cosmodrome,,Kazakhstan,1990,12,4,Tsyklon-2,Cosmos 2107
1779,1779,NASA,StatusRetired,450.0,Success,LC-39B,Kennedy Space Center,Florida,USA,1990,12,2,Space Shuttle Columbia,STS-35
1780,1780,General Dynamics,StatusRetired,,Success,SLC-3W,Vandenberg AFB,California,USA,1990,12,1,Atlas-E/F Star-37S-ISS,DMSP F-10
1781,1781,RVSN USSR,StatusRetired,,Success,Site 32/2,Plesetsk Cosmodrome,,Russia,1990,11,28,Tsyklon-3,Cosmos 2106
1782,1782,Boeing,StatusRetired,,Success,SLC-17A,Cape Canaveral AFS,Florida,USA,1990,11,26,Delta II 7925,USA-66 (GPS IIA-1)
1783,1783,RVSN USSR,StatusRetired,,Success,Site 43/3,Plesetsk Cosmodrome,,Russia,1990,11,23,Molniya-M /Block ML,Molniya-1 n†­146
1784,1784,RVSN USSR,StatusRetired,,Success,Site 131/29,Baikonur Cosmodrome,,Kazakhstan,1990,11,20,Rokot/Briz K,GVM Demo Flight
1785,1785,Arianespace,StatusRetired,,Success,ELA-2,Guiana Space Centre,French Guiana,France,1990,11,20,Ariane 42P,"Satcom C1, GStar-4"
1786,1786,RVSN USSR,StatusRetired,,Success,Site 16/2,Plesetsk Cosmodrome,,Russia,1990,11,20,Molniya-M /Block 2BL,Cosmos 2105
1787,1787,NASA,StatusRetired,450.0,Success,LC-39A,Kennedy Space Center,Florida,USA,1990,11,15,Space Shuttle Atlantis,STS-38
1788,1788,RVSN USSR,StatusRetired,,Success,Site 90/20,Baikonur Cosmodrome,,Kazakhstan,1990,11,14,Tsyklon-2,Cosmos 2103
1789,1789,Martin Marietta,StatusRetired,,Success,SLC-41,Cape Canaveral AFS,Florida,USA,1990,11,13,Titan IV(402)A,DSP
1790,1790,Boeing,StatusRetired,,Success,SLC-17B,Cape Canaveral AFS,Florida,USA,1990,10,30,Delta II 6925,Inmarsat-2 F1
1791,1791,Boeing,StatusRetired,,Success,SLC-17B,Cape Canaveral AFS,Florida,USA,1990,10,18,Delta II 6925,Thor 1
1792,1792,Arianespace,StatusRetired,,Success,ELA-2,Guiana Space Centre,French Guiana,France,1990,10,12,Ariane 44L,"SBS-6, Galaxy-6"
1793,1793,NASA,StatusRetired,450.0,Success,LC-39B,Kennedy Space Center,Florida,USA,1990,10,6,Space Shuttle Discovery,STS-41
1794,1794,CASC,StatusActive,30.8,Success,Site 138 (LA-2B),Jiuquan Satellite Launch Center,,China,1990,10,5,Long March 2C,FSW-1 No.3
1795,1795,RVSN USSR,StatusRetired,,Failure,Site 45/2,Baikonur Cosmodrome,,Kazakhstan,1990,10,4,Zenit-2,Tselina-2 n†­8
1796,1796,Boeing,StatusRetired,,Success,SLC-17A,Cape Canaveral AFS,Florida,USA,1990,10,2,Delta II 6925,USA-63 (GPS II-8)
1797,1797,RVSN USSR,StatusRetired,,Success,Site 32/1,Plesetsk Cosmodrome,,Russia,1990,9,28,Tsyklon-3,Meteor-2 n†­20
1798,1798,RVSN USSR,StatusRetired,,Success,Site 43/4,Plesetsk Cosmodrome,,Russia,1990,9,20,Molniya-M /Block ML,Molniya-3 n†­145
1799,1799,RVSN USSR,StatusRetired,,Success,Site 133/3,Plesetsk Cosmodrome,,Russia,1990,9,14,Cosmos-3M (11K65M),Cosmos 2100
1800,1800,CASC,StatusRetired,,Success,Taiyuan Satellite Launch Center,,,China,1990,9,3,Long March 4A,Fengyun-1B
1801,1801,Arianespace,StatusRetired,,Success,ELA-2,Guiana Space Centre,French Guiana,France,1990,8,30,Ariane 44L,"Skynet 4C, Eutelsat 2F1"
1802,1802,RVSN USSR,StatusRetired,,Success,Site 133/3,Plesetsk Cosmodrome,,Russia,1990,8,28,Cosmos-3M (11K65M),Cosmos 2098
1803,1803,MHI,StatusRetired,,Success,LA-Y1,Tanegashima Space Center,,Japan,1990,8,28,H-I UM-129A (9SO),BS-3A
1804,1804,MHI,StatusRetired,,Success,SLC-N,Tanegashima Space Center,,Japan,1990,8,28,H-I (9 SO),BS-3A (Yuri-3A)
1805,1805,RVSN USSR,StatusRetired,,Success,Site 43/4,Plesetsk Cosmodrome,,Russia,1990,8,28,Molniya-M /Block 2BL,Cosmos 2097
1806,1806,RVSN USSR,StatusRetired,,Success,Site 90/20,Baikonur Cosmodrome,,Kazakhstan,1990,8,23,Tsyklon-2,Cosmos 2096
1807,1807,RVSN USSR,StatusRetired,,Success,Site 43/4,Plesetsk Cosmodrome,,Russia,1990,8,10,Molniya-M /Block ML,Molniya-1 n†­144
1808,1808,RVSN USSR,StatusRetired,,Success,Site 32/2,Plesetsk Cosmodrome,,Russia,1990,8,8,Tsyklon-3,Cosmos 2090 to 2095
1809,1809,RVSN USSR,StatusRetired,,Success,Site 32/1,Plesetsk Cosmodrome,,Russia,1990,7,30,Tsyklon-3,Cosmos 2088
1810,1810,General Dynamics,StatusRetired,,Success,SLC-36B,Cape Canaveral AFS,Florida,USA,1990,7,25,Atlas I,CRRES
1811,1811,RVSN USSR,StatusRetired,,Success,Site 16/2,Plesetsk Cosmodrome,,Russia,1990,7,25,Molniya-M /Block 2BL,Cosmos 2087
1812,1812,Arianespace,StatusRetired,,Success,ELA-2,Guiana Space Centre,French Guiana,France,1990,7,24,Ariane 44L,"TDF-2, DFS-2"
1813,1813,CASC,StatusRetired,,Success,LC-2,Xichang Satellite Launch Center,,China,1990,7,16,Long March 2E,"Optus-B, Badr-1, mass simulator"
1814,1814,RVSN USSR,StatusRetired,,Success,Site 32/1,Plesetsk Cosmodrome,,Russia,1990,6,25,Tsyklon-3,Meteor-2 n†­19
1815,1815,Martin Marietta,StatusRetired,136.6,Success,SLC-40,Cape Canaveral AFS,Florida,USA,1990,6,23,Commercial Titan III,Intelsat 604
1816,1816,RVSN USSR,StatusRetired,,Partial Failure,Site 43/3,Plesetsk Cosmodrome,,Russia,1990,6,21,Molniya-M /Block 2BL,Cosmos 2084
1817,1817,RVSN USSR,StatusRetired,,Success,Site 43/3,Plesetsk Cosmodrome,,Russia,1990,6,13,Molniya-M /Block ML,Molniya-3 n†­143
1818,1818,Boeing,StatusRetired,,Success,SLC-17B,Cape Canaveral AFS,Florida,USA,1990,6,12,Delta 4925-8,INSAT 1D
1819,1819,Martin Marietta,StatusRetired,,Success,SLC-41,Cape Canaveral AFS,Florida,USA,1990,6,8,Titan IV(405)A,SLDCOM & NOSS 3x
1820,1820,Boeing,StatusRetired,,Success,SLC-17A,Cape Canaveral AFS,Florida,USA,1990,6,1,Delta II 6920-10,ROSAT
1821,1821,RVSN USSR,StatusRetired,,Success,Site 45/2,Baikonur Cosmodrome,,Kazakhstan,1990,5,22,Zenit-2,Cosmos 2082
1822,1822,RVSN USSR,StatusRetired,,Success,Site 16/2,Plesetsk Cosmodrome,,Russia,1990,4,28,Molniya-M /Block 2BL,Cosmos 2076
1823,1823,RVSN USSR,StatusRetired,,Success,Site 43/4,Plesetsk Cosmodrome,,Russia,1990,4,26,Molniya-M /Block ML,Molniya-1 n†­142
1824,1824,RVSN USSR,StatusRetired,,Success,Site 132/2,Plesetsk Cosmodrome,,Russia,1990,4,25,Cosmos-3M (11K65M),Cosmos 2075
1825,1825,NASA,StatusRetired,450.0,Success,LC-39B,Kennedy Space Center,Florida,USA,1990,4,24,Space Shuttle Discovery,STS-31
1826,1826,RVSN USSR,StatusRetired,,Success,Site 133/3,Plesetsk Cosmodrome,,Russia,1990,4,20,Cosmos-3M (11K65M),Cosmos 2074
1827,1827,Boeing,StatusRetired,,Success,SLC-17B,Cape Canaveral AFS,Florida,USA,1990,4,13,Delta II 6925-8,Palapa B2R
1828,1828,Lockheed,StatusRetired,,Success,SLC-3W,Vandenberg AFB,California,USA,1990,4,11,Atlas-E/F Altair,USA-56/57/58
1829,1829,CASC,StatusRetired,,Success,LC-3,Xichang Satellite Launch Center,,China,1990,4,7,Long March 3,AsiaSat 1
1830,1830,RVSN USSR,StatusRetired,,Success,Site 133/3,Plesetsk Cosmodrome,,Russia,1990,4,6,Cosmos-3M (11K65M),Cosmos 2064 to 2071
1831,1831,Northrop,StatusRetired,40.0,Success,NB-52B Carrier,Edwards AFB,California,USA,1990,4,5,Pegasus,Pegsat & NavySat
1832,1832,IAI,StatusRetired,,Success,Pad 1,Palmachim Airbase,,Israel,1990,4,3,Shavit,Ofek-2
1833,1833,RVSN USSR,StatusRetired,,Success,Site 43/3,Plesetsk Cosmodrome,,Russia,1990,3,27,Molniya-M /Block 2BL,Cosmos 2063
1834,1834,Boeing,StatusRetired,,Success,SLC-17A,Cape Canaveral AFS,Florida,USA,1990,3,26,Delta II 6925,USA-54 (GPS II-7)
1835,1835,RVSN USSR,StatusRetired,,Success,Site 133/3,Plesetsk Cosmodrome,,Russia,1990,3,20,Cosmos-3M (11K65M),Cosmos 2061
1836,1836,RVSN USSR,StatusRetired,,Success,Site 90/20,Baikonur Cosmodrome,,Kazakhstan,1990,3,14,Tsyklon-2,Cosmos 2060
1837,1837,Martin Marietta,StatusRetired,136.6,Failure,SLC-40,Cape Canaveral AFS,Florida,USA,1990,3,14,Commercial Titan III,Intelsat 603
1838,1838,NASA,StatusRetired,450.0,Success,LC-39A,Kennedy Space Center,Florida,USA,1990,2,28,Space Shuttle Atlantis,STS-36
1839,1839,RVSN USSR,StatusRetired,,Success,Site 32/2,Plesetsk Cosmodrome,,Russia,1990,2,28,Tsyklon-3,Okean 2
1840,1840,RVSN USSR,StatusRetired,,Success,Site 132/2,Plesetsk Cosmodrome,,Russia,1990,2,27,Cosmos-3M (11K65M),Nadiezhda n†­5
1841,1841,Arianespace,StatusRetired,,Failure,ELA-2,Guiana Space Centre,French Guiana,France,1990,2,22,Ariane 44L,"Superbird-B, BS-2X"
1842,1842,Boeing,StatusRetired,,Success,SLC-17B,Cape Canaveral AFS,Florida,USA,1990,2,14,Delta II 6920-8,LACE / RME
1843,1843,MHI,StatusRetired,,Success,LA-Y1,Tanegashima Space Center,,Japan,1990,2,7,H-I (9 SO),"Orizuru, Fuji 1b & Momo-1b"
1844,1844,MHI,StatusRetired,,Success,SLC-N,Tanegashima Space Center,,Japan,1990,2,7,H-I (9 SO),MOS-1B / Oscar 20 / DEBUT
1845,1845,RVSN USSR,StatusRetired,,Success,Site 132/2,Plesetsk Cosmodrome,,Russia,1990,2,6,Cosmos-3M (11K65M),Cosmos 2059
1846,1846,CASC,StatusRetired,,Success,LC-3,Xichang Satellite Launch Center,,China,1990,2,4,Long March 3,DFH-2A-T4
1847,1847,Boeing,StatusRetired,,Success,SLC-17A,Cape Canaveral AFS,Florida,USA,1990,1,30,Delta II 6925,USA-64 (GPS II-9)
1848,1848,RVSN USSR,StatusRetired,,Success,Site 32/1,Plesetsk Cosmodrome,,Russia,1990,1,30,Tsyklon-3,Cosmos 2058
1849,1849,Boeing,StatusRetired,,Success,SLC-17A,Cape Canaveral AFS,Florida,USA,1990,1,24,Delta II 6925,USA-50 (GPS II-6)
1850,1850,ISAS,StatusRetired,,Success,Mu Pad,Uchinoura Space Center,,Japan,1990,1,24,Mu-III S2,Hiten
1851,1851,RVSN USSR,StatusRetired,,Success,Site 43/4,Plesetsk Cosmodrome,,Russia,1990,1,23,Molniya-M /Block ML,Molniya-3 n†­141
1852,1852,Arianespace,StatusRetired,,Success,ELA-2,Guiana Space Centre,French Guiana,France,1990,1,22,Ariane 40,"SPOT-2, Oscar 14-19"
1853,1853,RVSN USSR,StatusRetired,,Success,Site 133/3,Plesetsk Cosmodrome,,Russia,1990,1,18,Cosmos-3M (11K65M),Cosmos 2056
1854,1854,NASA,StatusRetired,450.0,Success,LC-39A,Kennedy Space Center,Florida,USA,1990,1,9,Space Shuttle Columbia,STS-32
1855,1855,Martin Marietta,StatusRetired,136.6,Success,SLC-40,Cape Canaveral AFS,Florida,USA,1990,1,1,Commercial Titan III,Skynet 4A & JCSAT-2
1856,1856,RVSN USSR,StatusRetired,,Success,Site 32/2,Plesetsk Cosmodrome,,Russia,1989,12,27,Tsyklon-3,Cosmos 2053
1857,1857,Boeing,StatusRetired,,Success,SLC-17B,Cape Canaveral AFS,Florida,USA,1989,12,11,Delta II 6925,NAVSTAR II-5
1858,1858,RVSN USSR,StatusRetired,,Success,Site 43/3,Plesetsk Cosmodrome,,Russia,1989,11,28,Molniya-M /Block ML,Molniya-3 n†­140
1859,1859,RVSN USSR,StatusRetired,,Success,Site 90/20,Baikonur Cosmodrome,,Kazakhstan,1989,11,24,Tsyklon-2,Cosmos 2051
1860,1860,RVSN USSR,StatusRetired,,Success,Site 16/2,Plesetsk Cosmodrome,,Russia,1989,11,23,Molniya-M /Block 2BL,Cosmos 2050
1861,1861,NASA,StatusRetired,450.0,Success,LC-39B,Kennedy Space Center,Florida,USA,1989,11,23,Space Shuttle Discovery,STS-33R
1862,1862,Arianespace,StatusRetired,,Success,ELA-2,Guiana Space Centre,French Guiana,France,1989,10,27,Ariane 44L,Intelsat 6AF2
1863,1863,RVSN USSR,StatusRetired,,Success,Site 32/1,Plesetsk Cosmodrome,,Russia,1989,10,24,Tsyklon-3,Meteor-3 n†­3
1864,1864,NASA,StatusRetired,450.0,Success,LC-39B,Kennedy Space Center,Florida,USA,1989,10,18,Space Shuttle Atlantis,STS-34R
1865,1865,RVSN USSR,StatusRetired,,Success,Site 32/2,Plesetsk Cosmodrome,,Russia,1989,9,28,Tsyklon-3,Intercosmos 24 & Magion 2
1866,1866,RVSN USSR,StatusRetired,,Success,Site 90/20,Baikonur Cosmodrome,,Kazakhstan,1989,9,27,Tsyklon-2,Cosmos 2046
1867,1867,RVSN USSR,StatusRetired,,Success,Site 43/4,Plesetsk Cosmodrome,,Russia,1989,9,27,Molniya-M /Block ML,Molniya-1 n†­139
1868,1868,General Dynamics,StatusRetired,,Success,SLC-36B,Cape Canaveral AFS,Florida,USA,1989,9,25,Atlas-G Centaur-D1AR,FLTSATCOM-8
1869,1869,RVSN USSR,StatusRetired,,Success,Site 32/1,Plesetsk Cosmodrome,,Russia,1989,9,14,Tsyklon-3,Cosmos 2038 to 2043
1870,1870,Martin Marietta,StatusRetired,35.0,Success,SLC-4W,Vandenberg AFB,California,USA,1989,9,6,Titan II(23)G,USA-45
1871,1871,MHI,StatusRetired,,Success,LA-Y1,Tanegashima Space Center,,Japan,1989,9,5,H-I UM-129A (6SO),Himawari 4
1872,1872,Martin Marietta,StatusRetired,,Success,SLC-40,Cape Canaveral AFS,Florida,USA,1989,9,4,Titan 34D,DSCS-II-16 & DSCS-III-A2
1873,1873,RVSN USSR,StatusRetired,,Success,Site 32/2,Plesetsk Cosmodrome,,Russia,1989,8,28,Tsyklon-3,Cosmos 2037
1874,1874,Boeing,StatusRetired,,Success,SLC-17B,Cape Canaveral AFS,Florida,USA,1989,8,27,Delta II 6925,BSB-R1
1875,1875,Boeing,StatusRetired,,Success,SLC-17A,Cape Canaveral AFS,Florida,USA,1989,8,18,Delta II 6925,NAVSTAR II-3
1876,1876,Arianespace,StatusRetired,,Success,ELA-2,Guiana Space Centre,French Guiana,France,1989,8,8,Ariane 44LP,"TVSAT-2, Hipparcos"
1877,1877,NASA,StatusRetired,450.0,Success,LC-39B,Kennedy Space Center,Florida,USA,1989,8,8,Space Shuttle Columbia,STS-28R
1878,1878,RVSN USSR,StatusRetired,,Success,Site 133/3,Plesetsk Cosmodrome,,Russia,1989,7,25,Cosmos-3M (11K65M),Cosmos 2034
1879,1879,RVSN USSR,StatusRetired,,Success,Site 90/20,Baikonur Cosmodrome,,Kazakhstan,1989,7,24,Tsyklon-2,Cosmos 2033
1880,1880,Arianespace,StatusRetired,,Success,ELA-1,Guiana Space Centre,French Guiana,France,1989,7,12,Ariane 3,Olympus-1
1881,1881,RVSN USSR,StatusRetired,,Success,Site 133/3,Plesetsk Cosmodrome,,Russia,1989,7,4,Cosmos-3M (11K65M),Nadiezhda n†­4
1882,1882,Martin Marietta,StatusRetired,,Success,SLC-41,Cape Canaveral AFS,Florida,USA,1989,6,14,Titan IV(402)A,DSP
1883,1883,RVSN USSR,StatusRetired,,Success,Site 133/3,Plesetsk Cosmodrome,,Russia,1989,6,14,Cosmos-3M (11K65M),Cosmos 2027
1884,1884,Boeing,StatusRetired,,Success,SLC-17A,Cape Canaveral AFS,Florida,USA,1989,6,10,Delta II 6925,NAVSTAR II-2
1885,1885,RVSN USSR,StatusRetired,,Failure,Site 32/2,Plesetsk Cosmodrome,,Russia,1989,6,9,Tsyklon-3,Okean 2a
1886,1886,RVSN USSR,StatusRetired,,Success,Site 43/3,Plesetsk Cosmodrome,,Russia,1989,6,8,Molniya-M /Block ML,Molniya-3 n†­138
1887,1887,RVSN USSR,StatusRetired,,Success,Site 132/2,Plesetsk Cosmodrome,,Russia,1989,6,7,Cosmos-3M (11K65M),Cosmos 2026
1888,1888,Arianespace,StatusRetired,,Success,ELA-2,Guiana Space Centre,French Guiana,France,1989,6,5,Ariane 44L,"Superbird-A, DFS-1"
1889,1889,ISRO,StatusRetired,,Partial Failure,SLV LP,Satish Dhawan Space Centre,,India,1989,5,22,ASLV,SROSS C
1890,1890,Martin Marietta,StatusRetired,,Success,SLC-40,Cape Canaveral AFS,Florida,USA,1989,5,10,Titan 34D,USA-37 (Vortex)
1891,1891,NASA,StatusRetired,450.0,Success,LC-39B,Kennedy Space Center,Florida,USA,1989,5,4,Space Shuttle Atlantis,STS-30R
1892,1892,RVSN USSR,StatusRetired,,Success,Site 132/2,Plesetsk Cosmodrome,,Russia,1989,4,4,Cosmos-3M (11K65M),Cosmos 2016
1893,1893,Arianespace,StatusRetired,,Success,ELA-1,Guiana Space Centre,French Guiana,France,1989,4,2,Ariane 2,TELE-X
1894,1894,Douglas,StatusRetired,,Success,SLC-17A,Cape Canaveral AFS,Florida,USA,1989,3,24,Delta 3920-8,Delta Star (USA 36)
1895,1895,RVSN USSR,StatusRetired,,Success,Site 132/2,Plesetsk Cosmodrome,,Russia,1989,3,24,Cosmos-3M (11K65M),Cosmos 2008 to 2015
1896,1896,NASA,StatusRetired,450.0,Success,LC-39B,Kennedy Space Center,Florida,USA,1989,3,13,Space Shuttle Discovery,STS-29R
1897,1897,Arianespace,StatusRetired,,Success,ELA-2,Guiana Space Centre,French Guiana,France,1989,3,6,Ariane 44LP,JCSAT-1 & Meteosat 4
1898,1898,RVSN USSR,StatusRetired,,Success,Site 32/2,Plesetsk Cosmodrome,,Russia,1989,2,28,Tsyklon-3,Meteor-2 n†­18
1899,1899,RVSN USSR,StatusRetired,,Success,Site 132/2,Plesetsk Cosmodrome,,Russia,1989,2,26,Cosmos-3M (11K65M),Cosmos 1992
1900,1900,RVSN USSR,StatusRetired,,Success,Site 132/2,Plesetsk Cosmodrome,,Russia,1989,2,22,Cosmos-3M (11K65M),Cosmos 2004
1901,1901,ISAS,StatusRetired,,Success,Mu Pad,Uchinoura Space Center,,Japan,1989,2,21,Mu-III S2,Akebono
1902,1902,RVSN USSR,StatusRetired,,Success,Site 1/5,Baikonur Cosmodrome,,Kazakhstan,1989,2,15,Molniya-M /Block ML,Molniya-1 n†­137
1903,1903,RVSN USSR,StatusRetired,,Success,Site 132/2,Plesetsk Cosmodrome,,Russia,1989,2,14,Cosmos-3M (11K65M),Cosmos 2002
1904,1904,Boeing,StatusRetired,,Success,SLC-17A,Cape Canaveral AFS,Florida,USA,1989,2,14,Delta II 6925,NAVSTAR II-1 (USA 35)
1905,1905,RVSN USSR,StatusRetired,,Success,Site 43/3,Plesetsk Cosmodrome,,Russia,1989,2,14,Molniya-M /Block 2BL,Cosmos 2001
1906,1906,RVSN USSR,StatusRetired,,Success,Site 32/1,Plesetsk Cosmodrome,,Russia,1989,2,10,Tsyklon-3,Cosmos 1994 to 1999
1907,1907,Arianespace,StatusRetired,,Success,ELA-1,Guiana Space Centre,French Guiana,France,1989,1,27,Ariane 2,Intelsat-5A 15
1908,1908,RVSN USSR,StatusRetired,,Success,Site 43/3,Plesetsk Cosmodrome,,Russia,1988,12,28,Molniya-M /Block ML,Molniya-1 n†­136
1909,1909,RVSN USSR,StatusRetired,,Success,Site 32/1,Plesetsk Cosmodrome,,Russia,1988,12,23,Tsyklon-3,Cosmos 1985
1910,1910,RVSN USSR,StatusRetired,,Success,Site 43/3,Plesetsk Cosmodrome,,Russia,1988,12,22,Molniya-M /Block ML,Molniya-3 n†­135
1911,1911,CASC,StatusRetired,,Success,LC-3,Xichang Satellite Launch Center,,China,1988,12,22,Long March 3,DFH-2A-T3
1912,1912,Arianespace,StatusRetired,,Success,ELA-2,Guiana Space Centre,French Guiana,France,1988,12,11,Ariane 44LP,"Skynet 4B, Astra 1A"
1913,1913,NASA,StatusRetired,450.0,Success,LC-39B,Kennedy Space Center,Florida,USA,1988,12,2,Space Shuttle Atlantis,STS-27R
1914,1914,RVSN USSR,StatusRetired,,Success,Site 45/1,Baikonur Cosmodrome,,Kazakhstan,1988,11,23,Zenit-2,Cosmos 1980
1915,1915,RVSN USSR,StatusRetired,,Success,Site 90/19,Baikonur Cosmodrome,,Kazakhstan,1988,11,18,Tsyklon-2,Cosmos 1979
1916,1916,RVSN USSR,StatusRetired,"5,000.0",Success,Site 110/37,Baikonur Cosmodrome,,Kazakhstan,1988,11,15,Energiya/Buran,Buran
1917,1917,Martin Marietta,StatusRetired,,Success,SLC-4E,Vandenberg AFB,California,USA,1988,11,6,Titan 34D,USA-33 (KH-11)
1918,1918,Arianespace,StatusRetired,,Success,ELA-1,Guiana Space Centre,French Guiana,France,1988,10,28,Ariane 2,TDF-1
1919,1919,RVSN USSR,StatusRetired,,Success,Site 41/1,Plesetsk Cosmodrome,,Russia,1988,10,25,Molniya-M /Block 2BL,Cosmos 1977
1920,1920,RVSN USSR,StatusRetired,,Success,Site 32/1,Plesetsk Cosmodrome,,Russia,1988,10,11,Tsyklon-3,Cosmos 1975
1921,1921,RVSN USSR,StatusRetired,,Success,Site 41/1,Plesetsk Cosmodrome,,Russia,1988,10,3,Molniya-M /Block 2BL,Cosmos 1974
1922,1922,NASA,StatusRetired,450.0,Success,LC-39A,Kennedy Space Center,Florida,USA,1988,9,29,Space Shuttle Discovery,STS-26R
1923,1923,RVSN USSR,StatusRetired,,Success,Site 41/1,Plesetsk Cosmodrome,,Russia,1988,9,29,Molniya-M /Block ML,Molniya-3 n†­134
1924,1924,General Dynamics,StatusRetired,,Success,SLC-3W,Vandenberg AFB,California,USA,1988,9,24,Atlas-E/F Star-37S-ISS,NOAA-H
1925,1925,IAI,StatusRetired,,Success,Pad 1,Palmachim Airbase,,Israel,1988,9,19,Shavit,Ofek-1
1926,1926,MHI,StatusRetired,,Success,LA-Y1,Tanegashima Space Center,,Japan,1988,9,16,H-I UM-129A (9SO),Sakura 3B
1927,1927,Arianespace,StatusRetired,,Success,ELA-2,Guiana Space Centre,French Guiana,France,1988,9,8,Ariane 3,"GStar 5, SBS 5"
1928,1928,CASC,StatusRetired,,Success,Taiyuan Satellite Launch Center,,,China,1988,9,6,Long March 4A,Fengyun 1A
1929,1929,Martin Marietta,StatusRetired,35.0,Success,SLC-4W,Vandenberg AFB,California,USA,1988,9,5,Titan II(23)G,USA-32
1930,1930,Martin Marietta,StatusRetired,,Partial Failure,SLC-40,Cape Canaveral AFS,Florida,USA,1988,9,2,Titan 34D,USA-31 (Vortex)
1931,1931,RVSN USSR,StatusRetired,,Success,Site 16/2,Plesetsk Cosmodrome,,Russia,1988,8,30,Molniya-M /Block 2BL,Cosmos 1966
1932,1932,CASC,StatusActive,30.8,Success,Site 138 (LA-2B),Jiuquan Satellite Launch Center,,China,1988,8,5,Long March 2C,FSW-1 No.2
1933,1933,ISRO,StatusRetired,,Failure,SLV LP,Satish Dhawan Space Centre,,India,1988,7,31,ASLV,SROSS-B
1934,1934,RVSN USSR,StatusRetired,,Success,Site 132/1,Plesetsk Cosmodrome,,Russia,1988,7,28,Cosmos-3M (11K65M),Cosmos 1960
1935,1935,RVSN USSR,StatusRetired,,Success,Site 32/2,Plesetsk Cosmodrome,,Russia,1988,7,26,Tsyklon-3,Meteor-3 n†­2
