Unnamed: 0.1,Unnamed: 0,Organisation,Rocket_Status,Price,Mission_Status,Launchpad,Launch Complex,State,Country,Year,Month,Day,Rocket Name/Model,Payloads
0,0,SpaceX,StatusActive,50.0,Success,LC-39A,Kennedy Space Center,Florida,USA,2020,8,7,Falcon 9 Block 5,Starlink V1 L9 & BlackSky
1,1,CASC,StatusActive,29.75,Success,Site 9401 (SLS-2),Jiuquan Satellite Launch Center,,China,2020,8,6,Long March 2D,Gaofen-9 04 & Q-SAT
2,2,SpaceX,StatusActive,,Success,Pad A,Boca Chica,Texas,USA,2020,8,4,Starship Prototype,150 Meter Hop
3,3,Roscosmos,StatusActive,65.0,Success,Site 200/39,Baikonur Cosmodrome,,Kazakhstan,2020,7,30,Proton-M/Briz-M,Ekspress-80 & Ekspress-103
4,4,ULA,StatusActive,145.0,Success,SLC-41,Cape Canaveral AFS,Florida,USA,2020,7,30,Atlas V 541,Perseverance
5,5,CASC,StatusActive,64.68,Success,LC-9,Taiyuan Satellite Launch Center,,China,2020,7,25,Long March 4B,"Ziyuan-3 03, Apocalypse-10 & NJU-HKU 1"
6,6,Roscosmos,StatusActive,48.5,Success,Site 31/6,Baikonur Cosmodrome,,Kazakhstan,2020,7,23,Soyuz 2.1a,Progress MS-15
7,7,CASC,StatusActive,,Success,LC-101,Wenchang Satellite Launch Center,,China,2020,7,23,Long March 5,Tianwen-1
8,8,SpaceX,StatusActive,50.0,Success,SLC-40,Cape Canaveral AFS,Florida,USA,2020,7,20,Falcon 9 Block 5,ANASIS-II
9,9,JAXA,StatusActive,90.0,Success,LA-Y1,Tanegashima Space Center,,Japan,2020,7,19,H-IIA 202,Hope Mars Mission
10,10,Northrop,StatusActive,46.0,Success,LP-0B,Wallops Flight Facility,Virginia,USA,2020,7,15,Minotaur IV,NROL-129
11,11,ExPace,StatusActive,28.3,Failure,Site 95,Jiuquan Satellite Launch Center,,China,2020,7,10,Kuaizhou 11,"Jilin-1 02E, CentiSpace-1 S2"
12,12,CASC,StatusActive,29.15,Success,LC-3,Xichang Satellite Launch Center,,China,2020,7,9,Long March 3B/E,Apstar-6D
13,13,IAI,StatusActive,,Success,Pad 1,Palmachim Airbase,,Israel,2020,7,6,Shavit-2,Ofek-16
14,14,CASC,StatusActive,29.75,Success,Site 9401 (SLS-2),Jiuquan Satellite Launch Center,,China,2020,7,4,Long March 2D,Shiyan-6 02
15,15,Rocket Lab,StatusActive,7.5,Failure,Rocket Lab LC-1A,M?hia Peninsula,,New Zealand,2020,7,4,Electron/Curie,Pics Or It Didn??¦t Happen
16,16,CASC,StatusActive,64.68,Success,LC-9,Taiyuan Satellite Launch Center,,China,2020,7,3,Long March 4B,Gaofen Duomo & BY-02
17,17,SpaceX,StatusActive,50.0,Success,SLC-40,Cape Canaveral AFS,Florida,USA,2020,6,30,Falcon 9 Block 5,GPS III SV03
18,18,CASC,StatusActive,29.15,Success,LC-2,Xichang Satellite Launch Center,,China,2020,6,23,Long March 3B/E,Beidou-3 G3
19,19,CASC,StatusActive,29.75,Success,Site 9401 (SLS-2),Jiuquan Satellite Launch Center,,China,2020,6,17,Long March 2D,"Gaofen-9 03, Pixing III A & HEAD-5"
20,20,SpaceX,StatusActive,50.0,Success,SLC-40,Cape Canaveral AFS,Florida,USA,2020,6,13,Falcon 9 Block 5,Starlink V1 L8 & SkySat 16 to 18
21,21,Rocket Lab,StatusActive,7.5,Success,Rocket Lab LC-1A,M?hia Peninsula,,New Zealand,2020,6,13,Electron/Curie,Don't stop me now!
22,22,CASC,StatusActive,30.8,Success,LC-9,Taiyuan Satellite Launch Center,,China,2020,6,10,Long March 2C,Haiyang-1D
23,23,SpaceX,StatusActive,50.0,Success,SLC-40,Cape Canaveral AFS,Florida,USA,2020,6,4,Falcon 9 Block 5,Starlink V1 L7
24,24,CASC,StatusActive,29.75,Success,Site 9401 (SLS-2),Jiuquan Satellite Launch Center,,China,2020,5,31,Long March 2D,Gaofen-9-02 & HEAD-4
25,25,SpaceX,StatusActive,50.0,Success,LC-39A,Kennedy Space Center,Florida,USA,2020,5,30,Falcon 9 Block 5,SpaceX Demo-2
26,26,CASC,StatusActive,5.3,Success,Xichang Satellite Launch Center,,,China,2020,5,29,Long March 11,XJS-G and XJS-H
27,27,Virgin Orbit,StatusActive,12.0,Failure,Cosmic Girl,Mojave Air and Space Port,California,USA,2020,5,25,LauncherOne,Demo Flight
28,28,VKS RF,StatusActive,,Success,Site 43/4,Plesetsk Cosmodrome,,Russia,2020,5,22,Soyuz 2.1b/Fregat-M,Cosmos 2546
29,29,MHI,StatusRetired,112.5,Success,LA-Y2,Tanegashima Space Center,,Japan,2020,5,20,H-IIB,HTV-9
30,30,ULA,StatusActive,120.0,Success,SLC-41,Cape Canaveral AFS,Florida,USA,2020,5,17,Atlas V 501,OTV-6 (USSF-7)
31,31,ExPace,StatusActive,,Success,Site 95,Jiuquan Satellite Launch Center,,China,2020,5,12,Kuaizhou 1A,Xingyun-2 01 (Wuhan) & 02
32,32,CASC,StatusActive,,Success,LC-101,Wenchang Satellite Launch Center,,China,2020,5,5,Long March 5B,Test Flight (New Crew Capsule)
33,33,Roscosmos,StatusActive,48.5,Success,Site 31/6,Baikonur Cosmodrome,,Kazakhstan,2020,4,25,Soyuz 2.1a,Progress MS-14
34,34,SpaceX,StatusActive,50.0,Success,LC-39A,Kennedy Space Center,Florida,USA,2020,4,22,Falcon 9 Block 5,Starlink V1 L6
35,35,IRGC,StatusActive,,Success,Launch Plateform,,,Shahrud Missile Test Site,2020,4,22,Qased,Noor 1
36,36,CASC,StatusActive,29.15,Failure,LC-2,Xichang Satellite Launch Center,,China,2020,4,9,Long March 3B/E,Nusantara Dua
37,37,Roscosmos,StatusActive,48.5,Success,Site 31/6,Baikonur Cosmodrome,,Kazakhstan,2020,4,9,Soyuz 2.1a,Soyuz MS-16
38,38,ULA,StatusActive,153.0,Success,SLC-41,Cape Canaveral AFS,Florida,USA,2020,3,26,Atlas V 551,AEHF 6
39,39,CASC,StatusActive,30.8,Success,LC-3,Xichang Satellite Launch Center,,China,2020,3,24,Long March 2C,Yaogan-30-06
40,40,Arianespace,StatusActive,48.5,Success,Site 31/6,Baikonur Cosmodrome,,Kazakhstan,2020,3,21,Soyuz 2.1b/Fregat,OneWeb #3
41,41,SpaceX,StatusActive,50.0,Success,LC-39A,Kennedy Space Center,Florida,USA,2020,3,18,Falcon 9 Block 5,Starlink V1 L5
42,42,VKS RF,StatusActive,,Success,Site 43/4,Plesetsk Cosmodrome,,Russia,2020,3,16,Soyuz 2.1b/Fregat-M,Cosmos 2545
43,43,CASC,StatusActive,,Failure,LC-201,Wenchang Satellite Launch Center,,China,2020,3,16,Long March 7A,XJY-6
44,44,CASC,StatusActive,29.15,Success,LC-2,Xichang Satellite Launch Center,,China,2020,3,9,Long March 3B/E,Beidou-3 G2
45,45,SpaceX,StatusActive,50.0,Success,SLC-40,Cape Canaveral AFS,Florida,USA,2020,3,7,Falcon 9 Block 5,CRS-20
46,46,VKS RF,StatusActive,48.5,Success,Site 43/3,Plesetsk Cosmodrome,,Russia,2020,2,20,Soyuz 2.1a/Fregat-M,Meridian-M n†­19L
47,47,CASC,StatusActive,29.75,Success,LC-3,Xichang Satellite Launch Center,,China,2020,2,19,Long March 2D,XJS-C to F
48,48,Arianespace,StatusActive,200.0,Success,ELA-3,Guiana Space Centre,French Guiana,France,2020,2,18,Ariane 5 ECA,JCSAT-17 & GEO-KOMPSAT 2B
49,49,SpaceX,StatusActive,50.0,Success,SLC-40,Cape Canaveral AFS,Florida,USA,2020,2,17,Falcon 9 Block 5,Starlink V1 L4
50,50,Northrop,StatusActive,85.0,Success,LP-0A,Wallops Flight Facility,Virginia,USA,2020,2,15,Antares 230+,CRS NG-13
51,51,ULA,StatusActive,115.0,Success,SLC-41,Cape Canaveral AFS,Florida,USA,2020,2,10,Atlas V 411,Solar Orbiter
52,52,ISA,StatusActive,,Failure,Imam Khomeini Spaceport,Semnan Space Center,,Iran,2020,2,9,Simorgh,Zafar 1
53,53,MHI,StatusActive,90.0,Success,LA-Y1,Tanegashima Space Center,,Japan,2020,2,9,H-IIA 202,IGS-Optical 7
54,54,Arianespace,StatusActive,48.5,Success,Site 31/6,Baikonur Cosmodrome,,Kazakhstan,2020,2,6,Soyuz 2.1b/Fregat,OneWeb #2
55,55,Rocket Lab,StatusActive,7.5,Success,Rocket Lab LC-1A,M?hia Peninsula,,New Zealand,2020,1,31,Electron/Curie,Birds of a Feather / NROL-151
56,56,SpaceX,StatusActive,50.0,Success,SLC-40,Cape Canaveral AFS,Florida,USA,2020,1,29,Falcon 9 Block 5,Starlink V1 L3
57,57,SpaceX,StatusActive,50.0,Success,LC-39A,Kennedy Space Center,Florida,USA,2020,1,19,Falcon 9 Block 5,Crew Dragon Inflight Abort Test
58,58,Arianespace,StatusActive,200.0,Success,ELA-3,Guiana Space Centre,French Guiana,France,2020,1,16,Ariane 5 ECA,Eutelsat Konnect BB4A & GSAT-30
59,59,ExPace,StatusActive,,Success,Site 95,Jiuquan Satellite Launch Center,,China,2020,1,16,Kuaizhou 1A,Yinhe-1
60,60,CASC,StatusActive,29.75,Success,LC-9,Taiyuan Satellite Launch Center,,China,2020,1,15,Long March 2D,Jilin-1 Wideband 01 & ??uSat-7/8
61,61,CASC,StatusActive,29.15,Success,LC-2,Xichang Satellite Launch Center,,China,2020,1,7,Long March 3B/E,TJSW-5
62,62,SpaceX,StatusActive,50.0,Success,SLC-40,Cape Canaveral AFS,Florida,USA,2020,1,7,Falcon 9 Block 5,Starlink V1 L2
63,63,CASC,StatusActive,,Success,LC-101,Wenchang Satellite Launch Center,,China,2019,12,27,Long March 5,Shijian-20
64,64,VKS RF,StatusRetired,41.8,Success,Site 133/3,Plesetsk Cosmodrome,,Russia,2019,12,26,Rokot/Briz KM,"Gonets-M ???24, 25, 26 [block-15] & Blits-M1"
65,65,Roscosmos,StatusActive,65.0,Success,Site 81/24,Baikonur Cosmodrome,,Kazakhstan,2019,12,24,Proton-M/DM-3,Elektro-L n†­3
66,66,ULA,StatusActive,,Success,SLC-41,Cape Canaveral AFS,Florida,USA,2019,12,20,Atlas V N22,Starliner OFT
67,67,CASC,StatusActive,64.68,Success,LC-9,Taiyuan Satellite Launch Center,,China,2019,12,20,Long March 4B,"CBERS-4A, ETRSS-1 & Others"
68,68,Arianespace,StatusActive,,Success,ELS,Guiana Space Centre,French Guiana,France,2019,12,18,Soyuz ST-A/Fregat-M,"CSG-1, CHEOPS & Others"
69,69,SpaceX,StatusActive,50.0,Success,SLC-40,Cape Canaveral AFS,Florida,USA,2019,12,17,Falcon 9 Block 5,JCSAT-18 / Kacific-1
70,70,CASC,StatusActive,,Success,LC-3,Xichang Satellite Launch Center,,China,2019,12,16,Long March 3B/YZ-1,BeiDou-3 M19 & M20
71,71,Blue Origin,StatusActive,,Success,Blue Origin Launch Site,West Texas,Texas,USA,2019,12,11,New Shepard,NS-12
72,72,ISRO,StatusActive,21.0,Success,First Launch Pad,Satish Dhawan Space Centre,,India,2019,12,11,PSLV-QL,RISAT 2BR1
73,73,VKS RF,StatusActive,48.5,Success,Site 43/3,Plesetsk Cosmodrome,,Russia,2019,12,11,Soyuz 2.1b/Fregat,Cosmos 2544
74,74,ExPace,StatusActive,,Success,Site 9401 (SLS-2),Jiuquan Satellite Launch Center,,China,2019,12,7,Kuaizhou 1A,HEAD-2A/B / SpaceTY 16/17 / Tianqi 4A/B
75,75,ExPace,StatusActive,,Success,Taiyuan Satellite Launch Center,,,China,2019,12,7,Kuaizhou 1A,Jilin-1 Gaofen-02B
76,76,Roscosmos,StatusActive,48.5,Success,Site 31/6,Baikonur Cosmodrome,,Kazakhstan,2019,12,6,Soyuz 2.1a,Progress MS-13 (74P)
77,77,Rocket Lab,StatusActive,7.5,Success,Rocket Lab LC-1A,M?hia Peninsula,,New Zealand,2019,12,6,Electron/Curie,Running Out Of Fingers
78,78,SpaceX,StatusActive,50.0,Success,SLC-40,Cape Canaveral AFS,Florida,USA,2019,12,5,Falcon 9 Block 5,CRS-19
79,79,CASC,StatusActive,64.68,Success,LC-9,Taiyuan Satellite Launch Center,,China,2019,11,27,Long March 4C,Gaofen-12
80,80,ISRO,StatusActive,31.0,Success,Second Launch Pad,Satish Dhawan Space Centre,,India,2019,11,27,PSLV-XL,Cartosat-3 & Rideshares
81,81,Arianespace,StatusActive,200.0,Success,ELA-3,Guiana Space Centre,French Guiana,France,2019,11,26,Ariane 5 ECA,Inmarsat 5 F5 & TIBA-1
82,82,VKS RF,StatusActive,,Success,Site 43/4,Plesetsk Cosmodrome,,Russia,2019,11,25,Soyuz 2.1v/Volga,Cosmos 2542 & 2543
83,83,CASC,StatusActive,,Success,LC-3,Xichang Satellite Launch Center,,China,2019,11,23,Long March 3B/YZ-1,BeiDou-3 M21 & M22
84,84,ExPace,StatusActive,,Success,Site 95,Jiuquan Satellite Launch Center,,China,2019,11,17,Kuaizhou 1A,"KL-Alpha A, KL-Alpha B"
85,85,CASC,StatusActive,,Success,LC-16,Taiyuan Satellite Launch Center,,China,2019,11,13,Long March 6,Ningxia-1 (x5)
86,86,ExPace,StatusActive,,Success,Site 95,Jiuquan Satellite Launch Center,,China,2019,11,13,Kuaizhou 1A,Jilin 1-02A
87,87,SpaceX,StatusActive,50.0,Success,SLC-40,Cape Canaveral AFS,Florida,USA,2019,11,11,Falcon 9 Block 5,Starlink V1 L1
88,88,CASC,StatusActive,29.15,Success,LC-2,Xichang Satellite Launch Center,,China,2019,11,4,Long March 3B/E,Beidou-3 IGSO-3
89,89,CASC,StatusActive,64.68,Success,LC-9,Taiyuan Satellite Launch Center,,China,2019,11,3,Long March 4B,Gaofen-7
90,90,Northrop,StatusActive,85.0,Success,LP-0A,Wallops Flight Facility,Virginia,USA,2019,11,2,Antares 230+,CRS NG-12
91,91,Exos,StatusActive,,Failure,Vertical Launch Area,Spaceport America,,New Mexico,2019,10,26,SARGE,Launch 4
92,92,CASC,StatusActive,29.15,Success,LC-3,Xichang Satellite Launch Center,,China,2019,10,17,Long March 3B/E,TJSW-4
93,93,Rocket Lab,StatusActive,7.5,Success,Rocket Lab LC-1A,M?hia Peninsula,,New Zealand,2019,10,17,Electron/Curie,As The Crow Flies
94,94,Northrop,StatusActive,40.0,Success,Stargazer,Cape Canaveral AFS,Florida,USA,2019,10,11,Pegasus XL,ICON
95,95,ILS,StatusActive,65.0,Success,Site 200/39,Baikonur Cosmodrome,,Kazakhstan,2019,10,9,Proton-M/Briz-M,Eutelsat 5 West B & MEV-1
96,96,CASC,StatusActive,64.68,Success,LC-9,Taiyuan Satellite Launch Center,,China,2019,10,4,Long March 4C,Gaofen 10 (Replacement)
97,97,VKS RF,StatusActive,48.5,Success,Site 43/4,Plesetsk Cosmodrome,,Russia,2019,9,26,Soyuz 2.1b/Fregat,Cosmos 2541
98,98,Roscosmos,StatusRetired,,Success,Site 1/5,Baikonur Cosmodrome,,Kazakhstan,2019,9,25,Soyuz FG,Soyuz MS-15 (61S)
99,99,CASC,StatusActive,29.75,Success,Site 9401 (SLS-2),Jiuquan Satellite Launch Center,,China,2019,9,25,Long March 2D,Yunhai-1-02
100,100,MHI,StatusRetired,112.5,Success,LA-Y2,Tanegashima Space Center,,Japan,2019,9,24,H-IIB,HTV-8
101,101,CASC,StatusActive,,Success,LC-2,Xichang Satellite Launch Center,,China,2019,9,22,Long March 3B/YZ-1,BeiDou-3 M23 & M24
102,102,CASC,StatusActive,5.3,Success,Site 95,Jiuquan Satellite Launch Center,,China,2019,9,19,Long March 11,Zhuhai-1 Group 03
103,103,CASC,StatusActive,64.68,Success,LC-9,Taiyuan Satellite Launch Center,,China,2019,9,12,Long March 4B,"Ziyuan-2D, BNU-1 & Taurus-1"
104,104,ExPace,StatusActive,,Success,Site 95,Jiuquan Satellite Launch Center,,China,2019,8,30,Kuaizhou 1A,KX-09 & Others
105,105,VKS RF,StatusRetired,41.8,Success,Site 133/3,Plesetsk Cosmodrome,,Russia,2019,8,30,Rokot/Briz KM,Cosmos 2540
106,106,ISA,StatusActive,,Prelaunch Failure,Imam Khomeini Spaceport,Semnan Space Center,,Iran,2019,8,29,Safir-1B+,Nahid-1
107,107,ULA,StatusRetired,164.0,Success,SLC-37B,Cape Canaveral AFS,Florida,USA,2019,8,22,"Delta IV Medium+ (4,2)",GPS III SV02
108,108,Roscosmos,StatusActive,48.5,Success,Site 31/6,Baikonur Cosmodrome,,Kazakhstan,2019,8,22,Soyuz 2.1a,Soyuz MS-14 (60S)
109,109,Rocket Lab,StatusActive,7.5,Success,Rocket Lab LC-1A,M?hia Peninsula,,New Zealand,2019,8,19,Electron/Curie,"Look Ma, No Hands!"
110,110,CASC,StatusActive,29.15,Success,LC-2,Xichang Satellite Launch Center,,China,2019,8,19,Long March 3B/E,ChinaSat 18
111,111,CASC,StatusActive,7.5,Success,Site 95,Jiuquan Satellite Launch Center,,China,2019,8,17,Jielong-1,Tianqi-4 & Others
112,112,ULA,StatusActive,153.0,Success,SLC-41,Cape Canaveral AFS,Florida,USA,2019,8,8,Atlas V 551,AEHF 5
113,113,SpaceX,StatusActive,50.0,Success,SLC-40,Cape Canaveral AFS,Florida,USA,2019,8,6,Falcon 9 Block 5,AMOS-17
114,114,Arianespace,StatusActive,200.0,Success,ELA-3,Guiana Space Centre,French Guiana,France,2019,8,6,Ariane 5 ECA,EDRS-C/HYLAS 3 & Intelsat 39
115,115,Roscosmos,StatusActive,65.0,Success,Site 81/24,Baikonur Cosmodrome,,Kazakhstan,2019,8,5,Proton-M/Briz-M,Cosmos 2539
116,116,Roscosmos,StatusActive,48.5,Success,Site 31/6,Baikonur Cosmodrome,,Kazakhstan,2019,7,31,Soyuz 2.1a,Progress MS-12
117,117,VKS RF,StatusActive,48.5,Success,Site 43/4,Plesetsk Cosmodrome,,Russia,2019,7,30,Soyuz 2.1a/Fregat-M,Meridian-M n†­18L
118,118,CASC,StatusActive,30.8,Success,LC-3,Xichang Satellite Launch Center,,China,2019,7,26,Long March 2C,Yaogan-30-05
119,119,SpaceX,StatusActive,50.0,Success,SLC-40,Cape Canaveral AFS,Florida,USA,2019,7,25,Falcon 9 Block 5,CRS-18
120,120,i-Space,StatusActive,,Success,Site 95,Jiuquan Satellite Launch Center,,China,2019,7,25,Hyperbola-1,CAS-7B & Others
121,121,ISRO,StatusActive,62.0,Success,Second Launch Pad,Satish Dhawan Space Centre,,India,2019,7,22,GSLV Mk III,Chandrayaan-2 lunar mission
122,122,Roscosmos,StatusRetired,,Success,Site 1/5,Baikonur Cosmodrome,,Kazakhstan,2019,7,20,Soyuz FG,Soyuz MS-13 (59S)
123,123,Roscosmos,StatusActive,65.0,Success,Site 81/24,Baikonur Cosmodrome,,Kazakhstan,2019,7,13,Proton-M/DM-3,Spektr-RG
124,124,Arianespace,StatusActive,37.0,Failure,ELV-1 (SLV),Guiana Space Centre,French Guiana,France,2019,7,11,Vega,Falcon Eye 1
125,125,VKS RF,StatusActive,,Success,Site 43/4,Plesetsk Cosmodrome,,Russia,2019,7,10,Soyuz 2.1v/Volga,Cosmos 2535 to 2538
126,126,Roscosmos,StatusActive,,Success,Site 1S,Vostochny Cosmodrome,,Russia,2019,7,5,Soyuz 2.1b/Fregat-M,"Meteor-M No.2-2, Landmapper-BC 5 & 6, and Others"
127,127,Exos,StatusActive,,Partial Failure,Vertical Launch Area,Spaceport America,,New Mexico,2019,6,29,SARGE,Launch 3
128,128,Rocket Lab,StatusActive,7.5,Success,Rocket Lab LC-1A,M?hia Peninsula,,New Zealand,2019,6,29,Electron/Curie,Make it Rain
129,129,SpaceX,StatusActive,90.0,Success,LC-39A,Kennedy Space Center,Florida,USA,2019,6,25,Falcon Heavy,STP-2
130,130,CASC,StatusActive,29.15,Success,LC-3,Xichang Satellite Launch Center,,China,2019,6,24,Long March 3B/E,Beidou-3 IGSO-2
131,131,Arianespace,StatusActive,200.0,Success,ELA-3,Guiana Space Centre,French Guiana,France,2019,6,20,Ariane 5 ECA,Eutelsat 7C &  AT&T T-16
132,132,SpaceX,StatusActive,50.0,Success,SLC-4E,Vandenberg AFB,California,USA,2019,6,12,Falcon 9 Block 5,RADARSAT Constellation
133,133,CASC,StatusActive,5.3,Success,Tai Rui Barge,,,Yellow Sea,2019,6,5,Long March 11H,Jilin-1 & Others
134,134,Roscosmos,StatusActive,65.0,Success,Site 200/39,Baikonur Cosmodrome,,Kazakhstan,2019,5,30,Proton-M/Briz-M,Yamal-601
135,135,Roscosmos,StatusActive,,Success,Site 43/4,Plesetsk Cosmodrome,,Russia,2019,5,27,Soyuz 2.1b/Fregat-M,Cosmos 2534
136,136,SpaceX,StatusActive,50.0,Success,SLC-40,Cape Canaveral AFS,Florida,USA,2019,5,24,Falcon 9 Block 5,Starlink V0.9
137,137,CASC,StatusActive,64.68,Failure,LC-9,Taiyuan Satellite Launch Center,,China,2019,5,22,Long March 4C,Yaogan Weixing-33
138,138,ISRO,StatusActive,21.0,Success,First Launch Pad,Satish Dhawan Space Centre,,India,2019,5,22,PSLV-CA,RISAT-2B
139,139,CASC,StatusActive,,Success,LC-2,Xichang Satellite Launch Center,,China,2019,5,17,Long March 3C/E,Beidou-2 G8
140,140,Rocket Lab,StatusActive,7.5,Success,Rocket Lab LC-1A,M?hia Peninsula,,New Zealand,2019,5,5,Electron/Curie,That's a Funny Looking Cactus
141,141,SpaceX,StatusActive,50.0,Success,SLC-40,Cape Canaveral AFS,Florida,USA,2019,5,4,Falcon 9 Block 5,CRS-17
142,142,Blue Origin,StatusActive,,Success,Blue Origin Launch Site,West Texas,Texas,USA,2019,5,2,New Shepard,NS-11
143,143,CASC,StatusActive,64.68,Success,Taiyuan Satellite Launch Center,,,China,2019,4,29,Long March 4B,Tianhui-2 Group 01
144,144,CASC,StatusActive,29.15,Success,LC-3,Xichang Satellite Launch Center,,China,2019,4,20,Long March 3B/E,Beidou-3 IGSO-1
145,145,Northrop,StatusRetired,85.0,Success,LP-0A,Wallops Flight Facility,Virginia,USA,2019,4,17,Antares 230,CRS NG-11
146,146,SpaceX,StatusActive,90.0,Success,LC-39A,Kennedy Space Center,Florida,USA,2019,4,11,Falcon Heavy,ArabSat 6A
147,147,Arianespace,StatusActive,,Success,ELS,Guiana Space Centre,French Guiana,France,2019,4,4,Soyuz ST-B/Fregat-MT,O3b FM17-FM20
148,148,Roscosmos,StatusActive,48.5,Success,Site 31/6,Baikonur Cosmodrome,,Kazakhstan,2019,4,4,Soyuz 2.1a,Progress MS-11 (72P)
149,149,ISRO,StatusActive,21.0,Success,Second Launch Pad,Satish Dhawan Space Centre,,India,2019,4,1,PSLV-QL,EMISAT & Rideshares
150,150,CASC,StatusActive,29.15,Success,LC-2,Xichang Satellite Launch Center,,China,2019,3,31,Long March 3B/E,Tianlian-2
151,151,Rocket Lab,StatusActive,7.5,Success,Rocket Lab LC-1A,M?hia Peninsula,,New Zealand,2019,3,28,Electron/Curie,Two Thumbs Up
152,152,OneSpace,StatusActive,,Failure,Site 95,Jiuquan Satellite Launch Center,,China,2019,3,27,OS-M1,Lingque-1B
153,153,Arianespace,StatusActive,37.0,Success,ELV-1 (SLV),Guiana Space Centre,French Guiana,France,2019,3,22,Vega,PRISMA
154,154,ULA,StatusRetired,,Success,SLC-37B,Cape Canaveral AFS,Florida,USA,2019,3,16,"Delta IV Medium+ (5,4)",WGS-10
155,155,Roscosmos,StatusRetired,,Success,Site 1/5,Baikonur Cosmodrome,,Kazakhstan,2019,3,14,Soyuz FG,Soyuz MS-12 (58S)
156,156,CASC,StatusActive,29.15,Success,LC-3,Xichang Satellite Launch Center,,China,2019,3,9,Long March 3B/E,Zhongxing-6C
157,157,Exos,StatusActive,,Partial Failure,Vertical Launch Area,Spaceport America,,New Mexico,2019,3,2,SARGE,Launch 2
158,158,SpaceX,StatusActive,50.0,Success,LC-39A,Kennedy Space Center,Florida,USA,2019,3,2,Falcon 9 Block 5,SpaceX Demo-1
159,159,Arianespace,StatusActive,,Success,ELS,Guiana Space Centre,French Guiana,France,2019,2,27,Soyuz ST-B/Fregat-M,OneWeb #1
160,160,SpaceX,StatusActive,50.0,Success,SLC-40,Cape Canaveral AFS,Florida,USA,2019,2,22,Falcon 9 Block 5,Nusantara Satu & Beresheet
161,161,VKS RF,StatusActive,,Success,Site 31/6,Baikonur Cosmodrome,,Kazakhstan,2019,2,21,Soyuz 2.1b/Fregat-M,EgyptSat-A
162,162,Arianespace,StatusActive,200.0,Success,ELA-3,Guiana Space Centre,French Guiana,France,2019,2,5,Ariane 5 ECA,GSAT-31 & Hellas-Sat-4
163,163,ISA,StatusActive,,Failure,Imam Khomeini Spaceport,Semnan Space Center,,Iran,2019,2,5,Safir-1B+,Dousti
164,164,ISRO,StatusActive,,Success,First Launch Pad,Satish Dhawan Space Centre,,India,2019,1,24,PSLV-DL,Microsat-R
165,165,Blue Origin,StatusActive,,Success,Blue Origin Launch Site,West Texas,Texas,USA,2019,1,23,New Shepard,NS-10
166,166,CASC,StatusActive,5.3,Success,Site 95,Jiuquan Satellite Launch Center,,China,2019,1,21,Long March 11,Jilin-1 Hyperspectral & Others
167,167,ULA,StatusActive,350.0,Success,SLC-6,Vandenberg AFB,California,USA,2019,1,19,Delta IV Heavy,NROL-71
168,168,JAXA,StatusActive,39.0,Success,Mu Pad,Uchinoura Space Center,,Japan,2019,1,18,Epsilon PBS,Innovative Satellite Technology Demonstration-1
169,169,ISA,StatusActive,,Failure,Imam Khomeini Spaceport,Semnan Space Center,,Iran,2019,1,15,Simorgh,Payam-e Amirkabir
170,170,SpaceX,StatusActive,50.0,Success,SLC-4E,Vandenberg AFB,California,USA,2019,1,11,Falcon 9 Block 5,Iridium-8
171,171,CASC,StatusActive,29.15,Success,LC-2,Xichang Satellite Launch Center,,China,2019,1,10,Long March 3B/E,Zhongxing-2D (Chinasat-2D)
172,172,CASC,StatusActive,,Success,Site 9401 (SLS-2),Jiuquan Satellite Launch Center,,China,2018,12,29,Long March 2D/YZ-3,Hongyan-1
173,173,Roscosmos,StatusActive,48.5,Success,Site 1S,Vostochny Cosmodrome,,Russia,2018,12,27,Soyuz 2.1a/Fregat,Kanopus-V No. 5-6 & Rideshares
174,174,CASC,StatusActive,,Success,LC-3,Xichang Satellite Launch Center,,China,2018,12,24,Long March 3C/E,TJS-3
175,175,SpaceX,StatusActive,50.0,Success,SLC-40,Cape Canaveral AFS,Florida,USA,2018,12,23,Falcon 9 Block 5,GPS III SV01
176,176,CASC,StatusActive,5.3,Success,Site 95,Jiuquan Satellite Launch Center,,China,2018,12,21,Long March 11,Hongyun-1
177,177,VKS RF,StatusActive,65.0,Success,Site 200/39,Baikonur Cosmodrome,,Kazakhstan,2018,12,21,Proton-M/Briz-M,Blagovest No.13L
178,178,Arianespace,StatusActive,,Success,ELS,Guiana Space Centre,French Guiana,France,2018,12,19,Soyuz ST-A/Fregat-M,CSO 1
179,179,ISRO,StatusActive,47.0,Success,Second Launch Pad,Satish Dhawan Space Centre,,India,2018,12,19,GSLV Mk II,GSAT-7A
180,180,Rocket Lab,StatusActive,7.5,Success,Rocket Lab LC-1A,M?hia Peninsula,,New Zealand,2018,12,16,Electron/Curie,This one's for Pickering
181,181,CASC,StatusActive,29.15,Success,LC-2,Xichang Satellite Launch Center,,China,2018,12,7,Long March 3B/E,Chang'e-4
182,182,CASC,StatusActive,29.75,Success,Site 9401 (SLS-2),Jiuquan Satellite Launch Center,,China,2018,12,7,Long March 2D,"SaudiSAT 5A, & 5B and Others"
183,183,SpaceX,StatusActive,50.0,Success,SLC-40,Cape Canaveral AFS,Florida,USA,2018,12,5,Falcon 9 Block 5,CRS-16
